id,amenity,amenity_penetration,market_category
586107420480916156,Housekeeping - available at extra cost,0.011307699452029349,Nicho
52475383,Exercise equipment,0.10309278350515463,Diferencial
1263162379583932855,Oven,0.2764001114516578,Diferencial
1065058658322852068,TV,0.6239203120646419,Padrão
1281951964740710139,Kitchen,0.9053589672146373,Essencial
780203482712486116,TV,0.6239203120646419,Padrão
1493801689690787713,Iron,0.5853301755363611,Padrão
1441452077304683954,Room-darkening shades,0.4336862635831708,Padrão
13507451,Wifi,0.9043141079223553,Essencial
11398898,Washer,0.43631002136156777,Padrão
44556427,TV,0.6239203120646419,Padrão
53608940,Refrigerator,0.470349215194576,Padrão
1046671499296959627,Paid parking off premises,0.0713987183059348,Nicho
1268171130968327546,Extra pillows and blankets,0.3539518900343643,Padrão
51365722,Extra pillows and blankets,0.3539518900343643,Padrão
1173019475991565012,Self check-in,0.35436983375127706,Padrão
568353055017025839,AC - split type ductless system,0.13107179344292746,Diferencial
1002453841172443583,Microwave,0.5320191325345964,Padrão
40774591,Baking sheet,0.14149716727036316,Diferencial
1097294211046770912,Mosquito net,0.01592829943345407,Nicho
19120401,Kitchen,0.9053589672146373,Essencial
1420945104506343798,Wine glasses,0.3089997213708554,Padrão
640466667198500731,Beach access,0.2508126683384415,Diferencial
13968522,TV,0.6239203120646419,Padrão
679739068900347174,Extra pillows and blankets,0.3539518900343643,Padrão
1357898093715888800,Laundromat nearby,0.26903965821491593,Diferencial
689703805908012289,Wine glasses,0.3089997213708554,Padrão
1082037505662656204,Beach view,0.06016067614005759,Nicho
2217005,Drying rack for clothing,0.343758707160769,Padrão
1137143050464211149,Wifi,0.9043141079223553,Essencial
9950910,BBQ grill,0.11121946688956998,Diferencial
1313410334622025124,Blender,0.3396489272777933,Padrão
53617635,Garden view,0.03074208228847404,Nicho
1309696401065674701,Air conditioning,0.6235720256338813,Padrão
1198758940360856382,Wifi,0.9043141079223553,Essencial
38726161,City skyline view,0.0567242500232191,Nicho
1251705528225531113,Portable fans,0.1580988204699545,Diferencial
14521322,Extra pillows and blankets,0.3539518900343643,Padrão
53030838,Electric stove,0.011121946688956998,Nicho
1232629363153310047,Hot water,0.6484164576948082,Padrão
1382851120645424963,Paid parking lot off premises,0.056166991734002046,Nicho
9792272,Hangers,0.5820330639918269,Padrão
16898126,Oven,0.2764001114516578,Diferencial
27453454,Free dryer – In unit,0.04225875359895979,Nicho
1308087211412294364,Air conditioning,0.6235720256338813,Padrão
30788394,Hangers,0.5820330639918269,Padrão
9702336,Essentials,0.5129794743196805,Padrão
51454080,Smart lock,0.09064734837930714,Nicho
1387170715602854134,Air conditioning,0.6235720256338813,Padrão
1485808424851165726,Dedicated workspace,0.4535385901365283,Padrão
49179,Beach view,0.06016067614005759,Nicho
31799561,Freezer,0.22167270363146652,Diferencial
658035,44 inch HDTV with standard cable,6.965728615213152e-05,Nicho
38792830,Air conditioning,0.6235720256338813,Padrão
1047331683469302154,Kitchen,0.9053589672146373,Essencial
1325491702804952241,TV,0.6239203120646419,Padrão
12961746,Smoking allowed,0.19536546856134485,Diferencial
53581631,First aid kit,0.13604067985511284,Diferencial
1429297114079122055,Dishes and silverware,0.6192068357016811,Padrão
1073890308496967125,Elevator,0.4857434754341971,Padrão
1109569368799599520,Free street parking,0.174793350051082,Diferencial
994361991925657157,Free parking on premises,0.2803009194761772,Diferencial
696486052800902890,Room-darkening shades,0.4336862635831708,Padrão
958014706288384944,Bread maker,0.019805888362589393,Nicho
1241241520177246685,Waterfront,0.07627472833658401,Nicho
1283623631177931655,Drying rack for clothing,0.343758707160769,Padrão
858649137980992521,Dining table,0.3656543141079224,Padrão
1456754683936684933,Ethernet connection,0.1118696015603232,Diferencial
1498737726085922775,Children’s books and toys for ages 5-10 years old,0.0011145165784341043,Nicho
660086433516208973,Washer,0.43631002136156777,Padrão
1466082384246393285,Hot water,0.6484164576948082,Padrão
13750825,Free parking on premises,0.2803009194761772,Diferencial
1193388637917433070,Extra pillows and blankets,0.3539518900343643,Padrão
1433146342492133354,Other gas stove,0.05598123897092969,Nicho
1445780127290800040,Self check-in,0.35436983375127706,Padrão
1466718300578057604,Washer,0.43631002136156777,Padrão
1004473501290785876,Paid parking on premises,0.07221138664437633,Nicho
1070554862547971300,Dishes and silverware,0.6192068357016811,Padrão
9594137,Coffee,0.1769527259217981,Diferencial
1487777364964113496,Microwave,0.5320191325345964,Padrão
1286461932182551012,Portable fans,0.1580988204699545,Diferencial
901344424643396062,Hot water,0.6484164576948082,Padrão
1286392457335474128,Body soap,0.25013931457230426,Diferencial
842594910719839526,Room-darkening shades,0.4336862635831708,Padrão
1328202697874713903,Lockbox,0.054355902294046625,Nicho
1268233747222868083,Coffee maker: Nespresso,0.023033342620971488,Nicho
18087389,Laundromat nearby,0.26903965821491593,Diferencial
1314357317031440326,Washer – In building,0.0017646512491873317,Nicho
1040669634779836320,Body soap,0.25013931457230426,Diferencial
897205436700801606,Toaster,0.20544255595801988,Diferencial
637628448204052563,Microwave,0.5320191325345964,Padrão
51157422,"Private outdoor pool - available all year, open 24 hours, infinity, pool cover, rooftop",2.3219095384043836e-05,Nicho
1141907974327690303,Clothing storage: walk-in closet and closet,0.001555679390730937,Nicho
1436243249040827994,Sound system,0.02644654964242593,Nicho
1359669215435701440,Conditioner,0.08196340670567474,Nicho
22420791,Pets allowed,0.2483050060369648,Diferencial
1452907759627900070,Cooking basics,0.5625290238692301,Padrão
1065963193087707392,Electric stove,0.011121946688956998,Nicho
10728624,Washer,0.43631002136156777,Padrão
877574330205004597,Mini fridge,0.10636667595430482,Diferencial
1334072251699109424,Air conditioning,0.6235720256338813,Padrão
760904324599181535,Body soap,0.25013931457230426,Diferencial
1321801225855713967,Wine glasses,0.3089997213708554,Padrão
20897133,Elevator,0.4857434754341971,Padrão
2402718,Exercise equipment,0.10309278350515463,Diferencial
14233530,Ocean view,0.037731029999071235,Nicho
1244474882204352001,Hangers,0.5820330639918269,Padrão
1339955023238226423,Air conditioning,0.6235720256338813,Padrão
980567880892138382,Microwave,0.5320191325345964,Padrão
756332081327046668,Hair dryer,0.442788148973716,Padrão
1263180995573333435,Dining table,0.3656543141079224,Padrão
26987737,Dishwasher,0.03872945110058512,Nicho
41150795,Free street parking,0.174793350051082,Diferencial
1339840367971124903,Microwave,0.5320191325345964,Padrão
646898611933676606,Refrigerator,0.470349215194576,Padrão
606520660706002245,Free street parking,0.174793350051082,Diferencial
22954931,Microwave,0.5320191325345964,Padrão
703043565797887231,Extra pillows and blankets,0.3539518900343643,Padrão
8731783,Wifi,0.9043141079223553,Essencial
1314087417012541244,Board games,0.02999907123618464,Nicho
22752411,Essentials,0.5129794743196805,Padrão
1229307183255182860,Bed linens,0.604857434754342,Padrão
1425333798282275582,Dishes and silverware,0.6192068357016811,Padrão
950156641015870459,TV,0.6239203120646419,Padrão
908813135213780921,City skyline view,0.0567242500232191,Nicho
965307169285123210,Dedicated workspace,0.4535385901365283,Padrão
32582740,Coffee maker: drip coffee maker,0.11864957741246401,Diferencial
1030647709987156913,Self check-in,0.35436983375127706,Padrão
18087389,Private living room,0.0073836723321259404,Nicho
1084672205619448490,Hangers,0.5820330639918269,Padrão
6597468,Microwave,0.5320191325345964,Padrão
666517682127168996,Blender,0.3396489272777933,Padrão
1501960067880173749,BBQ grill,0.11121946688956998,Diferencial
1331239733309281285,Exterior security cameras on property,0.25622271756292375,Diferencial
32017667,Microwave,0.5320191325345964,Padrão
1115856207145976265,Dedicated workspace,0.4535385901365283,Padrão
45378246,Hot water,0.6484164576948082,Padrão
1500083442935916568,Portable fans,0.1580988204699545,Diferencial
1217377937997252082,Smart lock,0.09064734837930714,Nicho
1474823151434928537,Cooking basics,0.5625290238692301,Padrão
14153517,Stove,0.27823441998699733,Diferencial
1367312569331234802,TV,0.6239203120646419,Padrão
693886779764104779,Private patio or balcony,0.08943995541933686,Nicho
48070740,Blender,0.3396489272777933,Padrão
1360355051023509809,Portable fans,0.1580988204699545,Diferencial
1218083483630629548,Free parking on premises,0.2803009194761772,Diferencial
973963552759953320,Baking sheet,0.14149716727036316,Diferencial
821028881273159981,Carbon monoxide alarm,0.08296182780718864,Nicho
1311751880012428834,Smoking allowed,0.19536546856134485,Diferencial
11970984,Smoke alarm,0.13288288288288289,Diferencial
1377110222477500062,Air conditioning,0.6235720256338813,Padrão
19014343,Kitchen,0.9053589672146373,Essencial
1364484562384152827,Piano,0.00877681805516857,Nicho
49861375,Blender,0.3396489272777933,Padrão
761496532984836270,Hangers,0.5820330639918269,Padrão
719508419313220367,Oven,0.2764001114516578,Diferencial
2799540,Outdoor dining area,0.11412185381257546,Diferencial
1309619418125401769,Kitchen,0.9053589672146373,Essencial
1234861418675584956,Coffee maker,0.27974366118696015,Diferencial
1046326244546394976,Cooking basics,0.5625290238692301,Padrão
1203167474442619491,Pets allowed,0.2483050060369648,Diferencial
1472703355433071542,Microwave,0.5320191325345964,Padrão
53157417,Beach access,0.2508126683384415,Diferencial
1286461932182551012,Blender,0.3396489272777933,Padrão
1189382753290737659,Keypad,0.09243521872387851,Nicho
1193827368557873746,Shampoo,0.1610708646791121,Diferencial
1226946596045102571,TV,0.6239203120646419,Padrão
49372649,Paid washer – In unit,0.007453329618278072,Nicho
1359570153645185275,Clothing storage: closet and dresser,0.0037847125475991457,Nicho
1382226700984540151,TV,0.6239203120646419,Padrão
1028391772888646317,TV,0.6239203120646419,Padrão
6466298,Coffee maker,0.27974366118696015,Diferencial
37289410,Extra pillows and blankets,0.3539518900343643,Padrão
52761208,Blender,0.3396489272777933,Padrão
1181950625816786524,Extra pillows and blankets,0.3539518900343643,Padrão
943363125680024201,Pack ’n play/Travel crib - always at the listing,0.0021593758707160768,Nicho
1352378728784568034,Washer,0.43631002136156777,Padrão
16929156,Shampoo,0.1610708646791121,Diferencial
1149291067691085356,TV,0.6239203120646419,Padrão
51186186,Free dryer – In unit,0.04225875359895979,Nicho
1500932941042068609,Body soap,0.25013931457230426,Diferencial
40799376,Window AC unit,0.0970325996099192,Nicho
673055288753914828,Dishes and silverware,0.6192068357016811,Padrão
42201836,Free washer – In unit,0.11029070307420823,Diferencial
1421807425983244538,Pool,0.1463963963963964,Diferencial
770800296044889953,Free street parking,0.174793350051082,Diferencial
1387084949092434348,Hot water,0.6484164576948082,Padrão
41583654,Hair dryer,0.442788148973716,Padrão
6016527,Gym,0.06115909724157147,Nicho
1364537774331241547,Clothing storage: wardrobe,0.16789727872202098,Diferencial
771937716346677969,Dishes and silverware,0.6192068357016811,Padrão
1011456067497645744,Bed linens,0.604857434754342,Padrão
939318940641483046,Keypad,0.09243521872387851,Nicho
1082349038686257811,Wifi,0.9043141079223553,Essencial
14917509,Essentials,0.5129794743196805,Padrão
1485647837969587539,Washer,0.43631002136156777,Padrão
1055637540601985194,Hangers,0.5820330639918269,Padrão
1049450940084945412,Dishes and silverware,0.6192068357016811,Padrão
1305858467772636915,Wifi,0.9043141079223553,Essencial
954306836182258447,Body soap,0.25013931457230426,Diferencial
1121680395032490564,Self check-in,0.35436983375127706,Padrão
1502450883265287260,Host greets you,0.19362403640754156,Diferencial
877533742053239159,Self check-in,0.35436983375127706,Padrão
584889476447824260,Refrigerator,0.470349215194576,Padrão
31704795,Microwave,0.5320191325345964,Padrão
732519080074397830,Ceiling fan,0.21814340113309186,Diferencial
1048574305820763311,Laundromat nearby,0.26903965821491593,Diferencial
16516604,Bed linens,0.604857434754342,Padrão
570395341337282836,Cleaning available during stay,0.0638292932107365,Nicho
1400887203700051618,TV,0.6239203120646419,Padrão
745617691246118929,Gas stove,0.06415436054611312,Nicho
1405199264748388973,Coffee maker,0.27974366118696015,Diferencial
41901755,Host greets you,0.19362403640754156,Diferencial
1276636591781195206,Carbon monoxide alarm,0.08296182780718864,Nicho
8793545,Gas stove,0.06415436054611312,Nicho
1462350338956297298,Kitchen,0.9053589672146373,Essencial
47003768,Self check-in,0.35436983375127706,Padrão
1060189453594196638,TV,0.6239203120646419,Padrão
1358926125977020508,Clothing storage,0.20212222531810162,Diferencial
21947684,Outdoor playground,0.04232841088511192,Nicho
1492929377608908074,Long term stays allowed,0.32051639268134113,Padrão
1501508469964842430,Hangers,0.5820330639918269,Padrão
1131748695005773760,Dedicated workspace,0.4535385901365283,Padrão
5226870,Exterior security cameras on property,0.25622271756292375,Diferencial
928266872497378578,Air conditioning,0.6235720256338813,Padrão
913581,Paid parking garage off premises,0.015417479335005108,Nicho
1374056051394205387,Ocean view,0.037731029999071235,Nicho
1085647645918382040,Iron,0.5853301755363611,Padrão
1120765,Keypad,0.09243521872387851,Nicho
1269429916773601089,Free parking on premises,0.2803009194761772,Diferencial
31184434,Exercise equipment,0.10309278350515463,Diferencial
1512384560402155566,Essentials,0.5129794743196805,Padrão
40557512,Portable fans,0.1580988204699545,Diferencial
40989017,Refrigerator,0.470349215194576,Padrão
1051668853607967366,Exercise equipment,0.10309278350515463,Diferencial
1507335247359290648,Washer,0.43631002136156777,Padrão
28694560,Bed linens,0.604857434754342,Padrão
615339788631553027,Conditioner,0.08196340670567474,Nicho
51299204,Waterfront,0.07627472833658401,Nicho
660013913177050009,Free street parking,0.174793350051082,Diferencial
54350081,Portable fans,0.1580988204699545,Diferencial
1397394426634907350,Freezer,0.22167270363146652,Diferencial
10806472,Hair dryer,0.442788148973716,Padrão
28588055,AC - split type ductless system,0.13107179344292746,Diferencial
787155197800488125,Brastemp refrigerator,0.012445435125847497,Nicho
50933229,Wifi,0.9043141079223553,Essencial
1333324981356148381,Iron,0.5853301755363611,Padrão
1361927758457013080,BBQ grill,0.11121946688956998,Diferencial
1165209285556679238,Blender,0.3396489272777933,Padrão
1234808698905834201,Kitchen,0.9053589672146373,Essencial
1387942061771608265,Free dryer – In unit,0.04225875359895979,Nicho
1112365067936823836,Bed linens,0.604857434754342,Padrão
1515218315507440336,Portable fans,0.1580988204699545,Diferencial
769421859220257018,Baking sheet,0.14149716727036316,Diferencial
30554800,Refrigerator,0.470349215194576,Padrão
1334150005128006163,Iron,0.5853301755363611,Padrão
8796046,Self check-in,0.35436983375127706,Padrão
1452836832710155952,TV,0.6239203120646419,Padrão
1515929715171820829,Hot water,0.6484164576948082,Padrão
1260754019278554018,Other electric stove,0.013513513513513514,Nicho
1029577194876003877,"HDTV with Netflix, standard cable",0.0017878703445713756,Nicho
1318333725170361583,Hair dryer,0.442788148973716,Padrão
52761780,Hot water,0.6484164576948082,Padrão
1160847206751086807,Shampoo,0.1610708646791121,Diferencial
982670620180094072,Bed linens,0.604857434754342,Padrão
1495117868737030350,TV,0.6239203120646419,Padrão
1084040479249687076,Bed linens,0.604857434754342,Padrão
640569301861228289,Dishes and silverware,0.6192068357016811,Padrão
33714328,Beach essentials,0.045602303334262094,Nicho
10846794,Drying rack for clothing,0.343758707160769,Padrão
1211080704823882834,Coffee maker: drip coffee maker,0.11864957741246401,Diferencial
700685593400160673,Free parking on premises,0.2803009194761772,Diferencial
1513014893342807602,Clothing storage,0.20212222531810162,Diferencial
13989790,Outdoor dining area,0.11412185381257546,Diferencial
48505122,Drying rack for clothing,0.343758707160769,Padrão
1510925408577152897,TV,0.6239203120646419,Padrão
1300840443385421100,Beach access,0.2508126683384415,Diferencial
1023745331622777766,Cooking basics,0.5625290238692301,Padrão
3331000,Microwave,0.5320191325345964,Padrão
1357414520032670605,Exterior security cameras on property,0.25622271756292375,Diferencial
1360777,Iron,0.5853301755363611,Padrão
905806714756457244,Pool table,0.03387666016531996,Nicho
781060127095008615,Dishes and silverware,0.6192068357016811,Padrão
706608009885543961,Drying rack for clothing,0.343758707160769,Padrão
28535778,Kitchen,0.9053589672146373,Essencial
46747588,Hangers,0.5820330639918269,Padrão
577253,Washer,0.43631002136156777,Padrão
14252638,Kitchen,0.9053589672146373,Essencial
1263956850342886419,Freezer,0.22167270363146652,Diferencial
1000219957477490238,Baking sheet,0.14149716727036316,Diferencial
1444310665271090559,Cooking basics,0.5625290238692301,Padrão
1268290861888190226,Dishes and silverware,0.6192068357016811,Padrão
828367209254453004,Wifi,0.9043141079223553,Essencial
38102015,Kitchen,0.9053589672146373,Essencial
1318745506594960434,Washer,0.43631002136156777,Padrão
1155334220485659959,Extra pillows and blankets,0.3539518900343643,Padrão
1279682091902972244,Shampoo,0.1610708646791121,Diferencial
698496777166923918,Waterfront,0.07627472833658401,Nicho
22405688,Phebo (Granado) body soap,2.3219095384043836e-05,Nicho
1406713404869346143,Shampoo,0.1610708646791121,Diferencial
674590190889774952,Washer,0.43631002136156777,Padrão
607407324651571473,Iron,0.5853301755363611,Padrão
1071953825031073023,TV,0.6239203120646419,Padrão
13239892,Shampoo,0.1610708646791121,Diferencial
1506580220582262612,Microwave,0.5320191325345964,Padrão
41504214,Fire extinguisher,0.24164112566174423,Diferencial
1376915224062287767,Iron,0.5853301755363611,Padrão
1502298637663672726,TV,0.6239203120646419,Padrão
1231887335894479286,Clothing storage,0.20212222531810162,Diferencial
569522076904144948,Stove,0.27823441998699733,Diferencial
1305190196752364044,Paid parking off premises,0.0713987183059348,Nicho
1039862147563815789,Ocean view,0.037731029999071235,Nicho
1357895504404375401,Smoke alarm,0.13288288288288289,Diferencial
53579297,Hangers,0.5820330639918269,Padrão
1109962001547057039,Smart lock,0.09064734837930714,Nicho
1136323160145856563,Clothing storage: wardrobe,0.16789727872202098,Diferencial
782002492972417438,Mountain view,0.06359710225689608,Nicho
1086624,Pets allowed,0.2483050060369648,Diferencial
5139274,Fire extinguisher,0.24164112566174423,Diferencial
1511758353388282155,Wifi,0.9043141079223553,Essencial
45672587,Extra pillows and blankets,0.3539518900343643,Padrão
1040829679267339699,Eletrolux  refrigerator,0.002182594966100121,Nicho
1157523152575705718,Luggage dropoff allowed,0.18960713290610198,Diferencial
640260328682336742,Coffee,0.1769527259217981,Diferencial
45324689,Wine glasses,0.3089997213708554,Padrão
1384866806941315595,Hangers,0.5820330639918269,Padrão
35834026,Wine glasses,0.3089997213708554,Padrão
1513116684489367959,Bed linens,0.604857434754342,Padrão
16236395,Bed linens,0.604857434754342,Padrão
51597013,Hangers,0.5820330639918269,Padrão
1023035133589599990,Window AC unit,0.0970325996099192,Nicho
637498014361972832,Kitchen,0.9053589672146373,Essencial
31151226,Rice maker,0.02667874059626637,Nicho
17776043,Hot water,0.6484164576948082,Padrão
1006528069789660087,Kitchen,0.9053589672146373,Essencial
947801667171484419,Elevator,0.4857434754341971,Padrão
21974345,First aid kit,0.13604067985511284,Diferencial
49372269,Smoking allowed,0.19536546856134485,Diferencial
13522460,Toaster,0.20544255595801988,Diferencial
2422745,Conditioner,0.08196340670567474,Nicho
1439766947715225576,TV,0.6239203120646419,Padrão
1160847206751086807,Body soap,0.25013931457230426,Diferencial
30952073,Ethernet connection,0.1118696015603232,Diferencial
1065925527982263754,Stove,0.27823441998699733,Diferencial
1327744929781794918,Cleaning products,0.28715055261447014,Diferencial
1505313196717382645,Outdoor kitchen,0.007569425095198291,Nicho
11398141,Essentials,0.5129794743196805,Padrão
798807269480692337,Extra pillows and blankets,0.3539518900343643,Padrão
675105932892162765,Cooking basics,0.5625290238692301,Padrão
10549187,Long term stays allowed,0.32051639268134113,Padrão
1239893675456186373,Dedicated workspace,0.4535385901365283,Padrão
1319027128740931818,Cooking basics,0.5625290238692301,Padrão
8225995,Washer,0.43631002136156777,Padrão
46048026,Wifi,0.9043141079223553,Essencial
2642362,Essentials,0.5129794743196805,Padrão
1501043023351803804,Laundromat nearby,0.26903965821491593,Diferencial
37998145,Waterfront,0.07627472833658401,Nicho
914580479761570763,Kitchen,0.9053589672146373,Essencial
28686711,Dining table,0.3656543141079224,Padrão
1315527782375557255,Shampoo,0.1610708646791121,Diferencial
1399576628258549022,Baking sheet,0.14149716727036316,Diferencial
1262509610683170640,Beach access,0.2508126683384415,Diferencial
16400636,Wifi,0.9043141079223553,Essencial
1487036157555875252,Coffee maker,0.27974366118696015,Diferencial
70547,Wifi,0.9043141079223553,Essencial
51768887,Books and reading material,0.10555400761586328,Diferencial
1360959458815450483,Conditioner,0.08196340670567474,Nicho
1239383928395363140,Paid parking on premises,0.07221138664437633,Nicho
1212246251942430150,Dedicated workspace,0.4535385901365283,Padrão
920150962359872020,Wine glasses,0.3089997213708554,Padrão
893501302346016139,Kitchen,0.9053589672146373,Essencial
1462329542056133806,Blender,0.3396489272777933,Padrão
28308771,Essentials,0.5129794743196805,Padrão
1483866099698028495,Stove,0.27823441998699733,Diferencial
188155,Stove,0.27823441998699733,Diferencial
972433968678447801,Other stainless steel gas stove,0.009217980867465404,Nicho
1234766741459853059,Air conditioning,0.6235720256338813,Padrão
1306687134789989522,Refrigerator,0.470349215194576,Padrão
32590121,Elevator,0.4857434754341971,Padrão
597137074111062317,Oven,0.2764001114516578,Diferencial
12990451,Extra pillows and blankets,0.3539518900343643,Padrão
1498090447031631155,Free parking on premises,0.2803009194761772,Diferencial
1271904034429732760,Stove,0.27823441998699733,Diferencial
1323277954370057097,Bed linens,0.604857434754342,Padrão
40587357,Free street parking,0.174793350051082,Diferencial
1316077656713475907,Heating,0.053659329432525306,Nicho
995013459039403152,Kitchen,0.9053589672146373,Essencial
1102359889042292695,Hair dryer,0.442788148973716,Padrão
1017315457115232460,Smoking allowed,0.19536546856134485,Diferencial
1304228090654820031,Self check-in,0.35436983375127706,Padrão
1373395643651113305,Carbon monoxide alarm,0.08296182780718864,Nicho
14592653,Cooking basics,0.5625290238692301,Padrão
1499415359116954022,Coffee maker,0.27974366118696015,Diferencial
13114302,Air conditioning,0.6235720256338813,Padrão
1221724642371539483,Pool,0.1463963963963964,Diferencial
1434800622609519255,Stove,0.27823441998699733,Diferencial
1222431083034121943,Elevator,0.4857434754341971,Padrão
973920463706954333,Microwave,0.5320191325345964,Padrão
53103867,Free parking on premises,0.2803009194761772,Diferencial
1265865237000532291,Clothing storage,0.20212222531810162,Diferencial
1118786811841019561,Dishes and silverware,0.6192068357016811,Padrão
1126829206232805552,Wifi,0.9043141079223553,Essencial
1255269457104936424,Freezer,0.22167270363146652,Diferencial
1516243781433483330,TV,0.6239203120646419,Padrão
1351629990340600298,Housekeeping available 6 days a week,4.643819076808767e-05,Nicho
990026906770338485,Kitchen,0.9053589672146373,Essencial
37275578,"Private indoor pool - available all year, open specific hours, lap pool",0.00016253366768830688,Nicho
13601713,Pets allowed,0.2483050060369648,Diferencial
556193636727192522,Essentials,0.5129794743196805,Padrão
949326268003515128,Hangers,0.5820330639918269,Padrão
26191781,Wifi,0.9043141079223553,Essencial
1028836698295041077,Drying rack for clothing,0.343758707160769,Padrão
866127521138383828,Outdoor shower,0.13555307885204793,Diferencial
770769157769530415,Smoke alarm,0.13288288288288289,Diferencial
10724426,Wine glasses,0.3089997213708554,Padrão
1352588182298550045,Smoking allowed,0.19536546856134485,Diferencial
1270398180139574975,Shower gel,0.05461131234327111,Nicho
762998122800426110,Wifi,0.9043141079223553,Essencial
7983509,Fast wifi – 328 Mbps,0.00020897185845639453,Nicho
847763017013138192,Coffee maker: espresso machine,0.014186867279650784,Nicho
13729446,TV with standard cable,0.08618928206557072,Nicho
1396053475296846229,Ceiling fan,0.21814340113309186,Diferencial
41087002,Shared gym in building,0.04265347822048853,Nicho
1243051794388105296,Shampoo,0.1610708646791121,Diferencial
1092248349295775102,Shampoo,0.1610708646791121,Diferencial
256323,Mini fridge,0.10636667595430482,Diferencial
1244239940380237403,Conditioner,0.08196340670567474,Nicho
46658250,Smoke alarm,0.13288288288288289,Diferencial
928084747385611361,Clothing storage: wardrobe,0.16789727872202098,Diferencial
45810135,Dining table,0.3656543141079224,Padrão
1334293940903045765,Freezer,0.22167270363146652,Diferencial
1288614880738452950,Other electric stove,0.013513513513513514,Nicho
885298254065295460,Mountain view,0.06359710225689608,Nicho
1248508153585877334,Kitchen,0.9053589672146373,Essencial
1236846528736914071,Free parking on premises,0.2803009194761772,Diferencial
752373558986467375,Body soap,0.25013931457230426,Diferencial
53517703,Coffee,0.1769527259217981,Diferencial
48561254,Microwave,0.5320191325345964,Padrão
1337751702105211163,Bed linens,0.604857434754342,Padrão
1120214144577310998,Hangers,0.5820330639918269,Padrão
1023954477320439878,First aid kit,0.13604067985511284,Diferencial
36962745,TV,0.6239203120646419,Padrão
13899322,Shared hot tub - available all year,0.0007430110522894028,Nicho
1341454360421418968,TV,0.6239203120646419,Padrão
3142672,Private patio or balcony,0.08943995541933686,Nicho
1515304879496913164,Air conditioning,0.6235720256338813,Padrão
1493422448138405401,Kitchen,0.9053589672146373,Essencial
1429650805384298702,Toaster,0.20544255595801988,Diferencial
1297054073139323724,Self check-in,0.35436983375127706,Padrão
37423892,Air conditioning,0.6235720256338813,Padrão
1150916081595390749,Drying rack for clothing,0.343758707160769,Padrão
1066882490387112720,Hot water,0.6484164576948082,Padrão
670021753338105985,Oven,0.2764001114516578,Diferencial
1016072504473189327,TV,0.6239203120646419,Padrão
1445251791022092899,Free parking on premises,0.2803009194761772,Diferencial
1338574263520018527,TV,0.6239203120646419,Padrão
53335507,Bed linens,0.604857434754342,Padrão
31430914,Toaster,0.20544255595801988,Diferencial
53910180,Dishes and silverware,0.6192068357016811,Padrão
1009412720883300080,Exercise equipment,0.10309278350515463,Diferencial
1361779439278043725,Bed linens,0.604857434754342,Padrão
1503113350880369210,Hair dryer,0.442788148973716,Padrão
1002084999958926380,Smoke alarm,0.13288288288288289,Diferencial
1398763771276174598,Pool table,0.03387666016531996,Nicho
659320394127069006,Bed linens,0.604857434754342,Padrão
1240809883206848335,Cooking basics,0.5625290238692301,Padrão
676670165729965221,Blender,0.3396489272777933,Padrão
628162356013121395,Wifi,0.9043141079223553,Essencial
887564540075517035,Hair dryer,0.442788148973716,Padrão
970310114831412392,Room-darkening shades,0.4336862635831708,Padrão
38432186,Kitchen,0.9053589672146373,Essencial
1442902132722875220,Smoke alarm,0.13288288288288289,Diferencial
1157910553086413501,Cooking basics,0.5625290238692301,Padrão
1442874431855383376,Cleaning products,0.28715055261447014,Diferencial
1266951186531555567,Kitchen,0.9053589672146373,Essencial
1330601122035605183,TV,0.6239203120646419,Padrão
42880954,Kitchen,0.9053589672146373,Essencial
1516917985164369755,Kitchen,0.9053589672146373,Essencial
1074664730371818092,Free residential garage on premises – 1 space,0.012933036128912417,Nicho
12729470,Pool,0.1463963963963964,Diferencial
1389990664346342921,Self check-in,0.35436983375127706,Padrão
693276262681702666,Dishes and silverware,0.6192068357016811,Padrão
43293617,Extra pillows and blankets,0.3539518900343643,Padrão
10039649,Free street parking,0.174793350051082,Diferencial
1129785476847179228,Microwave,0.5320191325345964,Padrão
599353850820858524,Consul refrigerator,0.013025912510448594,Nicho
1471928703148807448,Toaster,0.20544255595801988,Diferencial
1287924141017344211,Iron,0.5853301755363611,Padrão
1318910175340918504,Hair dryer,0.442788148973716,Padrão
1256531429611175283,Dishes and silverware,0.6192068357016811,Padrão
810319158777985024,Kitchen,0.9053589672146373,Essencial
744192090754711523,Elevator,0.4857434754341971,Padrão
958027845458408196,Wifi,0.9043141079223553,Essencial
798477377160595101,Wifi,0.9043141079223553,Essencial
14178673,Free parking on premises,0.2803009194761772,Diferencial
40989017,Dishes and silverware,0.6192068357016811,Padrão
36197503,Oven,0.2764001114516578,Diferencial
2417676,Heating,0.053659329432525306,Nicho
16054309,Blender,0.3396489272777933,Padrão
801559159212576284,AC - split type ductless system,0.13107179344292746,Diferencial
1410344081521076369,Microwave,0.5320191325345964,Padrão
47010968,Paid washer – In building,0.018482399925698896,Nicho
1508787582102415523,Blender,0.3396489272777933,Padrão
897120327493320851,Mosquito net,0.01592829943345407,Nicho
7422467,Essentials,0.5129794743196805,Padrão
38188935,Cooking basics,0.5625290238692301,Padrão
2339141,Room-darkening shades,0.4336862635831708,Padrão
