host_id,host_name,host_since,host_is_superhost,host_response_rate,host_acceptance_rate,calculated_host_listings_count,host_response_rate_prop,host_acceptance_rate_prop,host_quality_score,host_quality_segment
50656925,Daniela,2015-12-06,Regular,50.0,39.0,1,0.5,0.39,0.445,Crítico
50675957,Jonathas,2015-12-06,Regular,,,1,,,,
50690075,Rosa,2015-12-06,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
50141940,Elie,2015-11-29,Superhost,100.0,77.0,1,1.0,0.77,0.885,Bom
52318100,Carlos Alberto,2015-12-26,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
15313629,Lilian,2014-05-09,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
48093549,Luciana,2015-11-03,Regular,,,1,,,,
52407301,Gilberto,2015-12-27,Regular,,,1,,,,
51949775,Andrea,2015-12-21,Regular,,0.0,1,,0.0,,
52450409,Pedro Nolasco,2015-12-27,Regular,100.0,82.0,2,1.0,0.82,0.9099999999999999,Excelente
52455488,Guilherme,2015-12-27,Regular,,,1,,,,
34828822,Simone,2015-06-02,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
50757627,Joana,2015-12-07,Superhost,100.0,98.0,1,1.0,0.98,0.99,Excelente
50764335,Silvia Maria,2015-12-07,Superhost,100.0,91.0,1,1.0,0.91,0.9550000000000001,Excelente
9327347,Fernanda,2013-10-09,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
50762619,Alain,2015-12-07,Regular,40.0,25.0,1,0.4,0.25,0.325,Crítico
10912478,Hilda Regina,2013-12-30,Regular,,,1,,,,
52536089,Cristina,2015-12-28,Regular,50.0,,1,0.5,,,
52546760,Luiz Felipe,2015-12-28,Regular,,,1,,,,
52527684,Claudia,2015-12-28,Superhost,100.0,99.0,3,1.0,0.99,0.995,Excelente
7238238,Carlos,2013-07-02,Superhost,100.0,98.0,1,1.0,0.98,0.99,Excelente
52643551,Marise,2015-12-29,Superhost,100.0,97.0,1,1.0,0.97,0.985,Excelente
50827224,Edmundo,2015-12-08,Regular,100.0,78.0,1,1.0,0.78,0.89,Bom
12544271,Carla,2014-02-24,Regular,67.0,84.0,1,0.67,0.84,0.755,Bom
15839245,Renata,2014-05-22,Regular,96.0,85.0,1,0.96,0.85,0.905,Excelente
50893268,Adriana,2015-12-09,Regular,,0.0,11,,0.0,,
52674620,Poliana,2015-12-29,Superhost,100.0,96.0,1,1.0,0.96,0.98,Excelente
12297386,Regina Lana Braga,2014-02-16,Regular,,67.0,1,,0.67,,
52772199,Ana Lúcia,2015-12-30,Regular,,100.0,1,,1.0,,
33310594,Matheus,2015-05-13,Regular,100.0,58.0,1,1.0,0.58,0.79,Bom
50855857,Eliane Pessôa,2015-12-08,Superhost,100.0,89.0,2,1.0,0.89,0.9450000000000001,Excelente
34249771,Thomas,2015-05-26,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
50989460,Diego,2015-12-10,Regular,,0.0,2,,0.0,,
51007889,Tania Mara Deslandes,2015-12-10,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
27335592,Ana Luisa,2015-02-06,Regular,100.0,38.0,1,1.0,0.38,0.69,Regular
51063385,Alexia,2015-12-11,Regular,,81.0,1,,0.81,,
15332026,Gisele,2014-05-10,Regular,100.0,60.0,1,1.0,0.6,0.8,Bom
11746607,Débora Chequer,2014-01-29,Regular,67.0,93.0,1,0.67,0.93,0.8,Bom
53030738,Carla,2016-01-02,Regular,29.0,56.0,1,0.29,0.56,0.42500000000000004,Crítico
53027036,Paulo Cesar,2016-01-02,Regular,,,1,,,,
1091866,Claudia,2011-08-31,Regular,,50.0,1,,0.5,,
53090908,Leonardo,2016-01-02,Regular,,,1,,,,
5306913,Nelcio,2013-03-03,Regular,,,1,,,,
39874608,Rodrigo,2015-07-28,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
53213322,Leonardo,2016-01-03,Regular,,,1,,,,
402398924,Valeria,2021-05-19,Regular,,,1,,,,
51131302,Leandro,2015-12-12,Regular,100.0,97.0,1,1.0,0.97,0.985,Excelente
51137393,Ana,2015-12-12,Regular,100.0,13.0,2,1.0,0.13,0.565,Crítico
51144125,Maria  Da Glória,2015-12-12,Regular,,100.0,1,,1.0,,
50020036,Carolina,2015-11-27,Regular,53.0,38.0,1,0.53,0.38,0.455,Crítico
51205230,Barbara,2015-12-13,Superhost,100.0,94.0,1,1.0,0.94,0.97,Excelente
51186961,Anne,2015-12-13,Regular,,,1,,,,
41727938,Natália,2015-08-17,Regular,100.0,29.0,1,1.0,0.29,0.645,Regular
27997819,Monica,2015-02-19,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
53155379,Vinicius,2016-01-03,Superhost,100.0,93.0,1,1.0,0.93,0.9650000000000001,Excelente
35129378,Luiz Carlos,2015-06-06,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
53413992,Carlos André,2016-01-05,Regular,100.0,64.0,1,1.0,0.64,0.8200000000000001,Bom
53426240,Thiago,2016-01-05,Regular,,,1,,,,
53232914,Pablo,2016-01-03,Regular,100.0,80.0,1,1.0,0.8,0.9,Bom
25626866,Ângela,2015-01-05,Superhost,100.0,80.0,1,1.0,0.8,0.9,Bom
9750832,Mônica,2013-11-01,Regular,100.0,47.0,2,1.0,0.47,0.735,Regular
51306991,Thaianna,2015-12-14,Regular,,,3,,,,
51306052,Danilo,2015-12-14,Superhost,100.0,98.0,1,1.0,0.98,0.99,Excelente
13718449,Márcio,2014-03-31,Regular,50.0,20.0,1,0.5,0.2,0.35,Crítico
50890793,Magda,2015-12-09,Regular,,,1,,,,
45296326,Solange,2015-09-28,Superhost,100.0,50.0,1,1.0,0.5,0.75,Regular
29849369,Miriam,2015-03-23,Superhost,100.0,98.0,1,1.0,0.98,0.99,Excelente
51351401,Joana,2015-12-14,Regular,33.0,0.0,1,0.33,0.0,0.165,Crítico
50285260,Vera Lucia,2015-12-01,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
53435241,Marcos,2016-01-05,Regular,,,1,,,,
53488974,Leonardo,2016-01-05,Regular,,,1,,,,
5186300,Luciana,2013-02-22,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
20401031,Caio,2014-08-22,Regular,100.0,,1,1.0,,,
49922002,Salomon,2015-11-26,Regular,,57.0,2,,0.57,,
55636655,Carla,2016-01-22,Regular,,0.0,1,,0.0,,
53588365,Maurício,2016-01-06,Superhost,100.0,89.0,4,1.0,0.89,0.9450000000000001,Excelente
27415051,Yussef,2015-02-08,Superhost,100.0,84.0,1,1.0,0.84,0.9199999999999999,Excelente
53723061,Fábio,2016-01-07,Superhost,100.0,96.0,1,1.0,0.96,0.98,Excelente
53748140,Graziela,2016-01-07,Regular,100.0,50.0,1,1.0,0.5,0.75,Regular
23911171,Lucia,2014-11-18,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
53753207,Alexandro,2016-01-07,Regular,,,1,,,,
55650387,Barbara,2016-01-22,Regular,,,1,,,,
55671987,Rosana,2016-01-22,Regular,,15.0,2,,0.15,,
54249603,Gil,2016-01-11,Superhost,100.0,93.0,1,1.0,0.93,0.9650000000000001,Excelente
55685892,Rodrigo,2016-01-22,Regular,,,1,,,,
53738563,Thereza,2016-01-07,Regular,,0.0,1,,0.0,,
53764751,Andre,2016-01-07,Regular,,,1,,,,
42430099,Marcelo,2015-08-24,Regular,,,1,,,,
7305490,Rodrigo,2013-07-05,Superhost,100.0,91.0,27,1.0,0.91,0.9550000000000001,Excelente
53819334,Giovanna,2016-01-08,Superhost,100.0,94.0,2,1.0,0.94,0.97,Excelente
33687645,Maria Pia,2015-05-18,Regular,,,1,,,,
29034970,Angelisa,2015-03-09,Regular,50.0,57.0,1,0.5,0.57,0.5349999999999999,Crítico
20447107,Rosy,2014-08-23,Regular,,33.0,1,,0.33,,
29197201,Jose,2015-03-12,Regular,,0.0,1,,0.0,,
15942259,Flavio,2014-05-24,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
55785892,Thiago,2016-01-23,Regular,,,1,,,,
4255208,Roberto,2012-11-26,Regular,100.0,78.0,1,1.0,0.78,0.89,Bom
55801728,Geneide,2016-01-23,Regular,,0.0,1,,0.0,,
27994357,Henrique,2015-02-19,Superhost,99.0,85.0,34,0.99,0.85,0.9199999999999999,Excelente
27095645,Rodrigo,2015-02-02,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
23168259,Dafne,2014-10-31,Superhost,100.0,96.0,5,1.0,0.96,0.98,Excelente
54061626,Jaime,2016-01-10,Regular,50.0,100.0,1,0.5,1.0,0.75,Regular
19311663,Ana,2014-08-01,Unknown,100.0,83.0,6,1.0,0.83,0.915,Excelente
48972795,Karina,2015-11-13,Regular,100.0,98.0,1,1.0,0.98,0.99,Excelente
54158883,Mauricio,2016-01-11,Regular,,,1,,,,
40419276,Rodrigo,2015-08-03,Superhost,80.0,97.0,1,0.8,0.97,0.885,Bom
36529411,Derek,2015-06-23,Regular,100.0,77.0,1,1.0,0.77,0.885,Bom
55942813,Rêneo Augusto,2016-01-24,Regular,100.0,,1,1.0,,,
55951763,Wilma,2016-01-24,Regular,,,1,,,,
4215606,Eduardo,2012-11-22,Superhost,100.0,64.0,5,1.0,0.64,0.8200000000000001,Bom
55960691,José Joaquim Campos,2016-01-24,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
19693010,Gustavo,2014-08-08,Regular,,72.0,1,,0.72,,
55965707,Estella,2016-01-24,Regular,,100.0,1,,1.0,,
46669342,Juan Vlad Gabriel,2015-10-15,Superhost,100.0,100.0,2,1.0,1.0,1.0,Excelente
54214996,Elias,2016-01-11,Regular,,,1,,,,
54258085,Iná Cristina Arruda,2016-01-11,Regular,100.0,33.0,1,1.0,0.33,0.665,Regular
53434699,Othon,2016-01-05,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
54371523,Gil,2016-01-12,Regular,100.0,0.0,1,1.0,0.0,0.5,Crítico
43258733,Lorenzo,2015-09-03,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
54398007,Sérgio,2016-01-12,Superhost,100.0,87.0,1,1.0,0.87,0.935,Excelente
55982090,Walter,2016-01-24,Unknown,75.0,75.0,1,0.75,0.75,0.75,Regular
45101589,Luis Otavio,2015-09-25,Regular,,,1,,,,
56019313,Germano,2016-01-25,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
31688812,Edison,2015-04-21,Regular,,33.0,1,,0.33,,
56037189,Rosana,2016-01-25,Regular,100.0,0.0,5,1.0,0.0,0.5,Crítico
56051569,Edilaine,2016-01-25,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
54401665,Joao Carlos,2016-01-12,Regular,,,1,,,,
54463229,Adalberto E Roberta,2016-01-13,Regular,,,3,,,,
54491235,Ana Maria,2016-01-13,Superhost,100.0,75.0,1,1.0,0.75,0.875,Bom
54526695,Celio,2016-01-13,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
54530253,Carlos,2016-01-13,Regular,,,1,,,,
44267782,Valeska,2015-09-15,Regular,100.0,91.0,3,1.0,0.91,0.9550000000000001,Excelente
54617244,Ana Carolina,2016-01-14,Superhost,100.0,95.0,2,1.0,0.95,0.975,Excelente
55372100,José,2016-01-20,Regular,,29.0,1,,0.29,,
15560428,Luiz Fernando,2014-05-15,Regular,100.0,90.0,1,1.0,0.9,0.95,Excelente
56080716,Nathalie,2016-01-25,Regular,,,1,,,,
56115615,Daniel,2016-01-25,Superhost,100.0,100.0,2,1.0,1.0,1.0,Excelente
56120053,Francisco De Assis,2016-01-25,Regular,0.0,100.0,1,0.0,1.0,0.5,Crítico
15490816,Luiz Felipe,2014-05-13,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
54626773,Sonia,2016-01-14,Regular,67.0,100.0,1,0.67,1.0,0.835,Bom
54629616,Vania,2016-01-14,Superhost,100.0,92.0,2,1.0,0.92,0.96,Excelente
54660211,Aline,2016-01-14,Regular,,0.0,1,,0.0,,
2513825,Newton,2012-05-31,Regular,100.0,92.0,62,1.0,0.92,0.96,Excelente
55967560,Valeska,2016-01-24,Regular,,,1,,,,
56178362,Roberto,2016-01-26,Regular,,,1,,,,
56179426,Pedro,2016-01-26,Superhost,100.0,91.0,8,1.0,0.91,0.9550000000000001,Excelente
56182400,Elvira Terezinha,2016-01-26,Regular,100.0,75.0,1,1.0,0.75,0.875,Bom
7199528,Gustavo,2013-06-30,Unknown,,100.0,1,,1.0,,
281477,Flavio,2010-11-08,Regular,,0.0,1,,0.0,,
56224377,Andre,2016-01-26,Regular,86.0,0.0,3,0.86,0.0,0.43,Crítico
16050705,Ricardo,2014-05-27,Regular,89.0,93.0,1,0.89,0.93,0.91,Excelente
2643038,Neusa,2012-06-15,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
54836041,Carolina,2016-01-16,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
54872251,Luis Claudio,2016-01-16,Superhost,100.0,86.0,1,1.0,0.86,0.9299999999999999,Excelente
29451986,Cristian,2015-03-16,Regular,90.0,93.0,1,0.9,0.93,0.915,Excelente
54960812,Guilherme,2016-01-17,Regular,100.0,25.0,1,1.0,0.25,0.625,Regular
55003302,Mauricio,2016-01-17,Regular,40.0,33.0,1,0.4,0.33,0.365,Crítico
48492073,Demosthenes,2015-11-08,Regular,,,1,,,,
10094517,Luana,2013-11-18,Regular,100.0,0.0,1,1.0,0.0,0.5,Crítico
56242332,Luiza Rosangela,2016-01-26,Superhost,100.0,92.0,2,1.0,0.92,0.96,Excelente
56320544,Luis Carlos,2016-01-27,Regular,,,1,,,,
56328966,Daniel De Oliveira,2016-01-27,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
56368132,Grace,2016-01-27,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
56384171,Gustavo,2016-01-27,Regular,,,1,,,,
56391773,Sueli,2016-01-27,Regular,,,1,,,,
55045265,Zora,2016-01-17,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
54817682,Antonio Sergio,2016-01-16,Regular,,0.0,1,,0.0,,
44742146,Eliane,2015-09-21,Regular,,,1,,,,
55087865,Genilde,2016-01-18,Regular,,,1,,,,
36468023,Irani,2015-06-22,Regular,,71.0,1,,0.71,,
55142723,Carlos,2016-01-18,Regular,100.0,95.0,1,1.0,0.95,0.975,Excelente
17871845,Zilda,2014-07-09,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
56326779,Eugênio,2016-01-27,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
56461194,Márcia Christina,2016-01-28,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
56467953,Virginia,2016-01-28,Regular,88.0,44.0,1,0.88,0.44,0.66,Regular
56464577,Anamaria,2016-01-28,Regular,100.0,100.0,10,1.0,1.0,1.0,Excelente
56488336,Sandra,2016-01-28,Superhost,100.0,95.0,2,1.0,0.95,0.975,Excelente
2314413,Diego,2012-05-07,Superhost,100.0,99.0,2,1.0,0.99,0.995,Excelente
400219,Elaine,2011-02-19,Superhost,100.0,90.0,1,1.0,0.9,0.95,Excelente
51307152,Adriana,2015-12-14,Regular,,,1,,,,
55251916,Mark,2016-01-19,Regular,,,1,,,,
17419483,Daniel,2014-06-29,Regular,,,1,,,,
47574167,Monica,2015-10-27,Regular,100.0,60.0,1,1.0,0.6,0.8,Bom
27108754,Elcir,2015-02-02,Regular,100.0,68.0,2,1.0,0.68,0.8400000000000001,Bom
55406034,Sérgio,2016-01-20,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
55422323,Gustavo,2016-01-20,Regular,,,1,,,,
49031469,Cleide,2015-11-14,Regular,100.0,63.0,1,1.0,0.63,0.815,Bom
55451495,Claudia Eugenia,2016-01-20,Superhost,100.0,100.0,3,1.0,1.0,1.0,Excelente
115972980,Daniela,2017-02-11,Superhost,100.0,100.0,6,1.0,1.0,1.0,Excelente
24143781,Janine,2014-11-25,Regular,,0.0,1,,0.0,,
56584401,Roberto,2016-01-29,Regular,0.0,25.0,1,0.0,0.25,0.125,Crítico
10785754,Marco Antonio,2013-12-23,Superhost,,100.0,1,,1.0,,
56640976,Rodrigo,2016-01-29,Superhost,75.0,100.0,2,0.75,1.0,0.875,Bom
8410320,André,2013-08-26,Regular,10.0,50.0,1,0.1,0.5,0.3,Crítico
54309306,Guilherme,2016-01-12,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
42918236,Eliane,2015-08-30,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
24875639,Fatima Aparecida,2014-12-15,Superhost,100.0,100.0,2,1.0,1.0,1.0,Excelente
55482273,Andre,2016-01-20,Regular,0.0,,1,0.0,,,
55299498,Sergio Luiz,2016-01-19,Superhost,100.0,98.0,1,1.0,0.98,0.99,Excelente
886056,Mirelli,2011-07-28,Regular,82.0,39.0,3,0.82,0.39,0.605,Regular
55541991,Renata,2016-01-21,Regular,50.0,50.0,1,0.5,0.5,0.5,Crítico
21048613,William,2014-09-07,Regular,,,1,,,,
26523756,Sandro,2015-01-22,Superhost,100.0,96.0,1,1.0,0.96,0.98,Excelente
56773310,Edilson,2016-01-30,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
55835919,Juliana,2016-01-23,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
56895833,Fabio,2016-01-31,Regular,,,1,,,,
56917314,Vitoria,2016-01-31,Regular,,,1,,,,
56950050,Gustavo,2016-02-01,Regular,0.0,,1,0.0,,,
56591944,Wanderley,2016-01-29,Regular,0.0,,1,0.0,,,
56967708,Charles,2016-02-01,Regular,,,1,,,,
56980344,Marcos Antonio,2016-02-01,Regular,100.0,90.0,1,1.0,0.9,0.95,Excelente
55550872,Sung Sim,2016-01-21,Superhost,100.0,93.0,2,1.0,0.93,0.9650000000000001,Excelente
36166327,Fabio,2015-06-18,Regular,,,1,,,,
5773414,Rita,2013-04-04,Regular,,,1,,,,
55590295,Sandra Regina Chagas Moreno,2016-01-21,Superhost,100.0,91.0,1,1.0,0.91,0.9550000000000001,Excelente
55588298,Alexandre,2016-01-21,Regular,0.0,,2,0.0,,,
49924930,Tania,2015-11-26,Superhost,100.0,79.0,3,1.0,0.79,0.895,Bom
57044703,Paloma,2016-02-01,Regular,100.0,90.0,1,1.0,0.9,0.95,Excelente
57146487,Giorgio,2016-02-02,Regular,,,1,,,,
16992056,Irineu,2014-06-19,Regular,100.0,99.0,3,1.0,0.99,0.995,Excelente
56984751,Fabio,2016-02-01,Regular,,,1,,,,
6876310,Eduardo,2013-06-12,Regular,83.0,100.0,2,0.83,1.0,0.915,Excelente
56974096,Herberth,2016-02-01,Regular,,0.0,1,,0.0,,
15164299,Rosa Maria,2014-05-06,Regular,100.0,75.0,1,1.0,0.75,0.875,Bom
57179182,Maria Dolores,2016-02-02,Superhost,71.0,91.0,1,0.71,0.91,0.81,Bom
55248222,Filipi,2016-01-19,Superhost,100.0,68.0,8,1.0,0.68,0.8400000000000001,Bom
5634807,Aymeric Brice Florent,2013-03-26,Regular,100.0,96.0,3,1.0,0.96,0.98,Excelente
40952239,Andrea Paim,2015-08-09,Regular,100.0,100.0,2,1.0,1.0,1.0,Excelente
10684128,Martha,2013-12-17,Superhost,100.0,100.0,2,1.0,1.0,1.0,Excelente
56952947,Alexandre Maia,2016-02-01,Regular,,,1,,,,
57034589,José Maria,2016-02-01,Superhost,78.0,77.0,2,0.78,0.77,0.775,Bom
57039011,Edison,2016-02-01,Regular,,,1,,,,
16623535,Thales,2014-06-10,Superhost,100.0,93.0,5,1.0,0.93,0.9650000000000001,Excelente
59061438,Suely,2016-02-16,Regular,,71.0,2,,0.71,,
57189971,Bruno,2016-02-02,Superhost,100.0,91.0,1,1.0,0.91,0.9550000000000001,Excelente
1358185,Ana,2011-11-01,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
57240521,Sérgio,2016-02-03,Regular,,0.0,1,,0.0,,
57247517,Sergio,2016-02-03,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
57248858,Zlatko,2016-02-03,Superhost,100.0,99.0,4,1.0,0.99,0.995,Excelente
57251132,Mariana,2016-02-03,Regular,14.0,25.0,2,0.14,0.25,0.195,Crítico
9450252,Icaro,2013-10-15,Regular,,25.0,1,,0.25,,
59321432,Nelson,2016-02-18,Regular,,,1,,,,
59368346,Flavia,2016-02-18,Regular,,88.0,1,,0.88,,
30154857,Carlos Frederico,2015-03-28,Regular,,,1,,,,
59445879,Carlos,2016-02-19,Regular,,,1,,,,
51071417,Osório,2015-12-11,Superhost,,100.0,1,,1.0,,
4499631,Laura,2012-12-26,Superhost,100.0,82.0,1,1.0,0.82,0.9099999999999999,Excelente
45762967,Paulo,2015-10-04,Regular,75.0,100.0,1,0.75,1.0,0.875,Bom
57358522,Pedro,2016-02-04,Superhost,100.0,74.0,4,1.0,0.74,0.87,Bom
59483968,Aline,2016-02-19,Regular,,,1,,,,
20275144,Vanessa,2014-08-19,Regular,,,1,,,,
58974495,Daan,2016-02-16,Regular,,67.0,1,,0.67,,
59646488,Raquel,2016-02-20,Regular,,100.0,1,,1.0,,
46629305,Jose Da Costa,2015-10-15,Regular,,71.0,1,,0.71,,
55176661,Lucio,2016-01-18,Superhost,86.0,91.0,1,0.86,0.91,0.885,Bom
59716957,Adriana,2016-02-21,Superhost,100.0,73.0,1,1.0,0.73,0.865,Bom
57406228,Martha,2016-02-04,Superhost,100.0,81.0,4,1.0,0.81,0.905,Excelente
8208184,Felipe,2013-08-16,Superhost,100.0,89.0,1,1.0,0.89,0.9450000000000001,Excelente
13973046,Cnh,2014-04-06,Superhost,100.0,73.0,2,1.0,0.73,0.865,Bom
54468584,William,2016-01-13,Regular,14.0,0.0,1,0.14,0.0,0.07,Crítico
57656961,Tatiana,2016-02-06,Regular,,,1,,,,
15787480,Gabriela,2014-05-20,Superhost,100.0,52.0,1,1.0,0.52,0.76,Bom
59777832,Ricardo,2016-02-21,Regular,,,1,,,,
59780830,Ricardo,2016-02-21,Regular,100.0,,1,1.0,,,
225297448,Ana Paula,2018-11-11,Regular,,,1,,,,
21554257,Mariana,2014-09-20,Regular,,,1,,,,
20359268,Sebastião Laércio,2014-08-21,Superhost,70.0,96.0,1,0.7,0.96,0.83,Bom
7812330,Alberto Ruben,2013-07-29,Superhost,100.0,97.0,1,1.0,0.97,0.985,Excelente
59823950,TiaGo,2016-02-21,Regular,,,1,,,,
57846393,Branca,2016-02-08,Regular,100.0,0.0,1,1.0,0.0,0.5,Crítico
57960599,Christian Darrel,2016-02-08,Superhost,100.0,98.0,1,1.0,0.98,0.99,Excelente
35643682,Guilherme,2015-06-12,Regular,0.0,2.0,1,0.0,0.02,0.01,Crítico
57942530,Lorena,2016-02-08,Superhost,100.0,87.0,5,1.0,0.87,0.935,Excelente
5574684,Roberta,2013-03-22,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
58173397,Dea Maria,2016-02-10,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
59861468,Hilderson,2016-02-22,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
6154800,Marisa,2013-04-29,Superhost,100.0,60.0,3,1.0,0.6,0.8,Bom
59932330,Howard Peter Kombrink,2016-02-22,Regular,100.0,88.0,2,1.0,0.88,0.94,Excelente
59957271,Jair,2016-02-22,Regular,100.0,40.0,1,1.0,0.4,0.7,Regular
59563181,Irlene,2016-02-20,Superhost,100.0,85.0,1,1.0,0.85,0.925,Excelente
60046583,Regina Coeli,2016-02-23,Regular,50.0,67.0,1,0.5,0.67,0.585,Crítico
17299739,Marina,2014-06-26,Regular,71.0,60.0,1,0.71,0.6,0.655,Regular
58203788,Eduardo,2016-02-10,Regular,,,1,,,,
11691513,Eneida,2014-01-27,Regular,,,1,,,,
58223552,Rosana,2016-02-10,Regular,50.0,0.0,1,0.5,0.0,0.25,Crítico
38896400,Jucelen,2015-07-19,Regular,,100.0,1,,1.0,,
9451407,Upstays,2013-10-15,Superhost,100.0,98.0,1,1.0,0.98,0.99,Excelente
58147932,Isabel Cristina,2016-02-10,Regular,,,1,,,,
58317691,Ana Maria,2016-02-11,Regular,100.0,46.0,1,1.0,0.46,0.73,Regular
60058730,Ana Claudia,2016-02-23,Regular,,100.0,1,,1.0,,
28560671,Leonardo,2015-03-01,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
55123769,Mariana,2016-01-18,Regular,100.0,92.0,4,1.0,0.92,0.96,Excelente
29467122,Marcia Peres,2015-03-16,Regular,,100.0,1,,1.0,,
31416490,Allan Franklin,2015-04-17,Regular,,,1,,,,
60221798,Ricardo,2016-02-24,Regular,100.0,41.0,1,1.0,0.41,0.705,Regular
56752067,Jarbas,2016-01-30,Regular,,,1,,,,
60344052,André,2016-02-25,Regular,,,1,,,,
60402484,Marisa,2016-02-25,Regular,,,1,,,,
58327595,Paulo,2016-02-11,Regular,,,1,,,,
58368789,Luisa,2016-02-11,Superhost,100.0,92.0,1,1.0,0.92,0.96,Excelente
11948045,Michelle,2014-02-04,Regular,100.0,67.0,1,1.0,0.67,0.835,Bom
58407036,Tania Mara,2016-02-11,Regular,100.0,57.0,1,1.0,0.57,0.7849999999999999,Bom
17634314,Nadine,2014-07-04,Regular,100.0,33.0,1,1.0,0.33,0.665,Regular
58444508,Alexandrina,2016-02-12,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
58458525,Claudia Maria,2016-02-12,Regular,,,1,,,,
58452472,Patricia,2016-02-12,Superhost,100.0,92.0,1,1.0,0.92,0.96,Excelente
53544659,Flavia,2016-01-06,Regular,,,1,,,,
58500277,Rodrigo,2016-02-12,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
58505562,Karina,2016-02-12,Regular,,,2,,,,
60407393,Thiago,2016-02-25,Regular,,,1,,,,
31043023,Eduardo,2015-04-11,Regular,,,1,,,,
60491540,Thaisa,2016-02-26,Regular,100.0,97.0,1,1.0,0.97,0.985,Excelente
60544247,Roberto,2016-02-26,Regular,,,1,,,,
60406799,Alberto,2016-02-25,Regular,,,1,,,,
60553595,Luiz,2016-02-26,Superhost,100.0,86.0,1,1.0,0.86,0.9299999999999999,Excelente
60618870,Valnei,2016-02-27,Regular,,,1,,,,
58520824,Maria,2016-02-12,Regular,100.0,71.0,1,1.0,0.71,0.855,Bom
58596666,Lucia,2016-02-13,Regular,50.0,21.0,3,0.5,0.21,0.355,Crítico
58618196,Renato,2016-02-13,Regular,100.0,78.0,1,1.0,0.78,0.89,Bom
58626790,Diogo,2016-02-13,Regular,,0.0,1,,0.0,,
58633870,Vinicius,2016-02-13,Regular,,,1,,,,
6325253,Daniel,2013-05-10,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
58665080,Wendy,2016-02-14,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
39920369,Leonardo,2015-07-29,Regular,,,1,,,,
60684944,Dani,2016-02-27,Regular,,,1,,,,
56737759,Wilson,2016-01-30,Regular,,,1,,,,
60747155,Ully,2016-02-28,Regular,,,1,,,,
15131075,Isabela,2014-05-05,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
15485041,Murilo,2014-05-13,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
60029959,Angela La Rocca Vieira,2016-02-23,Superhost,100.0,100.0,2,1.0,1.0,1.0,Excelente
4418553,Erika,2012-12-16,Unknown,100.0,89.0,1,1.0,0.89,0.9450000000000001,Excelente
36567791,Juliana,2015-06-23,Regular,,,1,,,,
894316,Marcello,2011-07-30,Regular,,,1,,,,
6531941,Vivian,2013-05-22,Regular,25.0,,1,0.25,,,
58738550,Natasha,2016-02-14,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
